tissue,image_id,model,pq,f1_object,aji,dice_bin
Adrenal_gland,Adrenal_gland/test/00000_5,sam_vit_b,0.0,0.0,0.016847067039106146,0.4171878189544788
Adrenal_gland,Adrenal_gland/test/00000_5,sam_vit_l,0.0,0.0,0.016059583381822413,0.3047462164109956
Adrenal_gland,Adrenal_gland/test/00000_5,sam_vit_h,0.0,0.0,0.017794128688339964,0.3318658466439538
Adrenal_gland,Adrenal_gland/test/00001_0,unet_baseline,0.0,0.0,0.0,0.9084973851637187
Adrenal_gland,Adrenal_gland/test/00001_0,sam_vit_b,0.0,0.0,0.0003926495994974085,0.40795878553705706
Adrenal_gland,Adrenal_gland/test/00001_0,sam_vit_l,0.0,0.0,0.00012953088232119342,0.29792908136173224
Adrenal_gland,Adrenal_gland/test/00001_0,sam_vit_h,0.0,0.0,0.0003555239534263621,0.3149491005438572
Adrenal_gland,Adrenal_gland/test/00001_1,unet_baseline,0.0,0.0,0.0,0.9199202333668441
Adrenal_gland,Adrenal_gland/test/00001_1,sam_vit_b,0.0,0.0,0.007554688472873688,0.41291585127201563
Adrenal_gland,Adrenal_gland/test/00001_1,sam_vit_l,0.0,0.0,0.007396915328926661,0.303541413087579
Adrenal_gland,Adrenal_gland/test/00001_1,sam_vit_h,0.0,0.0,0.007257145687818893,0.33597699242298545
Adrenal_gland,Adrenal_gland/test/00001_2,unet_baseline,0.0,0.0,0.0,0.4804997146299702
Adrenal_gland,Adrenal_gland/test/00001_2,sam_vit_b,0.0,0.0,0.0033460553144769173,0.4330428146605825
Adrenal_gland,Adrenal_gland/test/00001_2,sam_vit_l,0.0,0.0,0.0025725560717318545,0.31439842303861604
Adrenal_gland,Adrenal_gland/test/00001_2,sam_vit_h,0.0,0.0,0.002883538633818589,0.3472442119126999
Adrenal_gland,Adrenal_gland/test/00001_3,unet_baseline,0.0,0.0,0.0,0.9413883616686185
Adrenal_gland,Adrenal_gland/test/00001_3,sam_vit_b,0.0,0.0,0.010131807308035087,0.4207528049882688
Adrenal_gland,Adrenal_gland/test/00001_3,sam_vit_l,0.0,0.0,0.010939295289161242,0.3073087270230417
Adrenal_gland,Adrenal_gland/test/00001_3,sam_vit_h,0.0,0.0,0.01165667644433108,0.3317908325128542
Adrenal_gland,Adrenal_gland/test/00001_4,unet_baseline,0.0,0.0,0.0,0.919929133533847
Adrenal_gland,Adrenal_gland/test/00001_4,sam_vit_b,0.0,0.0,0.007889054974256769,0.4079289874342216
Adrenal_gland,Adrenal_gland/test/00001_4,sam_vit_l,0.0,0.0,0.010255791505791506,0.3214321746051319
Adrenal_gland,Adrenal_gland/test/00001_4,sam_vit_h,0.0,0.0,0.012145472740919325,0.31195203936653154
Adrenal_gland,Adrenal_gland/test/00001_5,unet_baseline,0.0,0.0,0.0,0.9659176975511234
Adrenal_gland,Adrenal_gland/test/00001_5,sam_vit_b,0.0,0.0,0.0025603312088031812,0.42769908048425465
Adrenal_gland,Adrenal_gland/test/00001_5,sam_vit_l,0.0,0.0,0.0019479272408022168,0.33072806498011675
Adrenal_gland,Adrenal_gland/test/00001_5,sam_vit_h,0.0,0.0,0.0022307120330247944,0.3172182118629327
Adrenal_gland,Adrenal_gland/test/00002_0,unet_baseline,0.0,0.0,0.0,0.47647007133670444
Adrenal_gland,Adrenal_gland/test/00002_0,sam_vit_b,0.0,0.0,0.006963856603403463,0.43002743839986096
Adrenal_gland,Adrenal_gland/test/00002_0,sam_vit_l,0.0,0.0,0.008027276632302405,0.3384001003077225
Adrenal_gland,Adrenal_gland/test/00002_0,sam_vit_h,0.0,0.0,0.00813047711781889,0.32047608027118196
Adrenal_gland,Adrenal_gland/test/00002_1,unet_baseline,0.0,0.0,0.0,0.9119585609217539
Adrenal_gland,Adrenal_gland/test/00002_1,sam_vit_b,0.0,0.0,0.0027533039647577094,0.38683513958947213
Adrenal_gland,Adrenal_gland/test/00002_1,sam_vit_l,0.0,0.0,0.0026748088521032576,0.3307531449467357
Adrenal_gland,Adrenal_gland/test/00002_1,sam_vit_h,0.0,0.0,0.002650822669104205,0.31567961833111613
Adrenal_gland,Adrenal_gland/test/00002_2,unet_baseline,0.0,0.0,0.0,0.8555562346654559
Adrenal_gland,Adrenal_gland/test/00002_2,sam_vit_b,0.0,0.0,0.00029381911426892463,0.3654764320733153
Adrenal_gland,Adrenal_gland/test/00002_2,sam_vit_l,0.0,0.0,0.00018950161076369148,0.3239802809292274
Adrenal_gland,Adrenal_gland/test/00002_2,sam_vit_h,0.0,0.0,0.000338012486578916,0.29969911219524276
Adrenal_gland,Adrenal_gland/test/00002_3,unet_baseline,0.0,0.0,0.0,0.4463134594425623
Adrenal_gland,Adrenal_gland/test/00002_3,sam_vit_b,0.0,0.0,0.0005082364196239051,0.39118306128255154
Adrenal_gland,Adrenal_gland/test/00002_3,sam_vit_l,0.0,0.0,0.00037102997922232116,0.3424867770442634
Adrenal_gland,Adrenal_gland/test/00002_3,sam_vit_h,0.0,0.0,0.0005796976983854346,0.32214276939103814
Adrenal_gland,Adrenal_gland/test/00002_4,unet_baseline,0.0,0.0,0.0,0.47155631889176486
Adrenal_gland,Adrenal_gland/test/00002_4,sam_vit_b,0.0,0.0,0.00902806633173422,0.397908277043003
Adrenal_gland,Adrenal_gland/test/00002_4,sam_vit_l,0.0,0.0,0.006745139531807962,0.4078604426850886
Adrenal_gland,Adrenal_gland/test/00002_4,sam_vit_h,0.0,0.0,0.009164714711300115,0.2937684044333467
Adrenal_gland,Adrenal_gland/test/00002_5,unet_baseline,0.0,0.0,0.0,0.9385335514487941
Adrenal_gland,Adrenal_gland/test/00002_5,sam_vit_b,0.0,0.0,0.011227212094264118,0.3946001676607471
Adrenal_gland,Adrenal_gland/test/00002_5,sam_vit_l,0.0,0.0,0.00706090026478376,0.4086483390607102
Adrenal_gland,Adrenal_gland/test/00002_5,sam_vit_h,0.0,0.0,0.011358111990100322,0.2857896464409641
Adrenal_gland,Adrenal_gland/test/00003_0,unet_baseline,0.0,0.0,0.0,0.9282484443608592
Adrenal_gland,Adrenal_gland/test/00003_0,sam_vit_b,0.0,0.0,0.0010229637729725915,0.3915613375659727
Adrenal_gland,Adrenal_gland/test/00003_0,sam_vit_l,0.0,0.0,0.0007499343807416851,0.392621403868446
Adrenal_gland,Adrenal_gland/test/00003_0,sam_vit_h,0.0,0.0,0.001364989147217436,0.29707374713282825
Adrenal_gland,Adrenal_gland/test/00003_1,unet_baseline,0.0,0.0,0.0,0.46249364368551416
Adrenal_gland,Adrenal_gland/test/00003_1,sam_vit_b,0.0,0.0,0.009315694694556032,0.40343894485696696
Adrenal_gland,Adrenal_gland/test/00003_1,sam_vit_l,0.0,0.0,0.007558229214869659,0.40552396483611747
Adrenal_gland,Adrenal_gland/test/00003_1,sam_vit_h,0.0,0.0,0.010097836818957005,0.3139872650152433
Adrenal_gland,Adrenal_gland/test/00003_2,unet_baseline,0.0,0.0,0.0,0.8969974417665275
Adrenal_gland,Adrenal_gland/test/00003_2,sam_vit_b,0.0,0.0,0.00625312656328164,0.37997532562090447
Adrenal_gland,Adrenal_gland/test/00003_2,sam_vit_l,0.0,0.0,0.003391765733091544,0.38130107813781583
Adrenal_gland,Adrenal_gland/test/00003_2,sam_vit_h,0.0,0.0,0.00662090883008541,0.31003615684347247
Adrenal_gland,Adrenal_gland/test/00003_3,unet_baseline,0.0,0.0,0.0,0.9307664069829098
Adrenal_gland,Adrenal_gland/test/00003_3,sam_vit_b,0.0,0.0,0.0022477187332259796,0.3827386187337569
Adrenal_gland,Adrenal_gland/test/00003_3,sam_vit_l,0.0,0.0,0.0017027395186922961,0.3939617013546975
Adrenal_gland,Adrenal_gland/test/00003_3,sam_vit_h,0.0,0.0,0.0027325650469288347,0.31423845530650824
Adrenal_gland,Adrenal_gland/test/00003_4,unet_baseline,0.0,0.0,0.0,0.44719616708279913
Adrenal_gland,Adrenal_gland/test/00003_4,sam_vit_b,0.0,0.0,0.006621281357828966,0.38772954275239735
Adrenal_gland,Adrenal_gland/test/00003_4,sam_vit_l,0.0,0.0,0.00491621659049993,0.392977794475513
Adrenal_gland,Adrenal_gland/test/00003_4,sam_vit_h,0.0,0.0,0.007262179500751625,0.30757610610477565
Adrenal_gland,Adrenal_gland/test/00003_5,unet_baseline,0.0,0.0,0.0,0.44444067681665594
Adrenal_gland,Adrenal_gland/test/00003_5,sam_vit_b,0.0,0.0,0.00281975051337849,0.39079063777466466
Adrenal_gland,Adrenal_gland/test/00003_5,sam_vit_l,0.0,0.0,0.0025687825322787804,0.39156745266746107
Adrenal_gland,Adrenal_gland/test/00003_5,sam_vit_h,0.0,0.0,0.0037877202527937053,0.3107096498510081
Adrenal_gland,Adrenal_gland/test/00004_0,unet_baseline,0.0,0.0,0.0,0.8653739612188366
Adrenal_gland,Adrenal_gland/test/00004_0,sam_vit_b,0.0,0.0,0.003644379132990448,0.3727495021821446
Adrenal_gland,Adrenal_gland/test/00004_0,sam_vit_l,0.0,0.0,0.004003221527382983,0.32784962846865945
Adrenal_gland,Adrenal_gland/test/00004_0,sam_vit_h,0.0,0.0,0.004860986547085202,0.258997215226979
Adrenal_gland,Adrenal_gland/test/00004_1,unet_baseline,0.0,0.0,0.0,0.89350566028179
Adrenal_gland,Adrenal_gland/test/00004_1,sam_vit_b,0.0,0.0,0.00030585196764765856,0.39111740803054007
Adrenal_gland,Adrenal_gland/test/00004_1,sam_vit_l,0.0,0.0,0.00011766090128250382,0.3228446913245721
Adrenal_gland,Adrenal_gland/test/00004_1,sam_vit_h,0.0,0.0,0.00021252753197573322,0.27604252045950345
Adrenal_gland,Adrenal_gland/test/00004_2,unet_baseline,0.0,0.0,0.0,0.4860284372083539
Adrenal_gland,Adrenal_gland/test/00004_2,sam_vit_b,0.0,0.0,0.005920344456404736,0.4435367630721811
Adrenal_gland,Adrenal_gland/test/00004_2,sam_vit_l,0.0,0.0,0.004073886639676113,0.3093897638953541
Adrenal_gland,Adrenal_gland/test/00004_2,sam_vit_h,0.0,0.0,0.005202091731125395,0.3323846326167278
Adrenal_gland,Adrenal_gland/test/00004_3,unet_baseline,0.0,0.0,0.0,0.9426693018190618
Adrenal_gland,Adrenal_gland/test/00004_3,sam_vit_b,0.0,0.0,0.018657597657172547,0.4181688674593173
Adrenal_gland,Adrenal_gland/test/00004_3,sam_vit_l,0.0,0.0,0.01944464724635565,0.3086385144984414
Adrenal_gland,Adrenal_gland/test/00004_3,sam_vit_h,0.0,0.0,0.021088864110146894,0.30988892386562933
Adrenal_gland,Adrenal_gland/test/00004_4,unet_baseline,0.0,0.0,0.0,0.9853459153577594
Adrenal_gland,Adrenal_gland/test/00004_4,sam_vit_b,0.0,0.0,0.010267082899757198,0.4417770301006789
Adrenal_gland,Adrenal_gland/test/00004_4,sam_vit_l,0.0,0.0,0.007297862965410884,0.31889517963913433
Adrenal_gland,Adrenal_gland/test/00004_4,sam_vit_h,0.0,0.0,0.008563615428900403,0.3735175947671823
Adrenal_gland,Adrenal_gland/test/00004_5,unet_baseline,0.0,0.0,0.0,0.9888370298939247
Adrenal_gland,Adrenal_gland/test/00004_5,sam_vit_b,0.0,0.0,0.003450454390824707,0.41030935303919436
Adrenal_gland,Adrenal_gland/test/00004_5,sam_vit_l,0.0,0.0,0.0044434445131897185,0.4242938152525306
Adrenal_gland,Adrenal_gland/test/00004_5,sam_vit_h,0.0,0.0,0.005179825381144368,0.30754080813486756
Adrenal_gland,Adrenal_gland/test/00005_0,unet_baseline,0.0,0.0,0.0,0.9583240614171726
Adrenal_gland,Adrenal_gland/test/00005_0,sam_vit_b,0.0,0.0,0.010147424851617844,0.41862178088171104
Adrenal_gland,Adrenal_gland/test/00005_0,sam_vit_l,0.0,0.0,0.009742834485102526,0.33388178578914274
Adrenal_gland,Adrenal_gland/test/00005_0,sam_vit_h,0.0,0.0,0.011933978153120639,0.3046936436964972
Adrenal_gland,Adrenal_gland/test/00005_1,unet_baseline,0.0,0.0,0.0,0.45601992114546586
Adrenal_gland,Adrenal_gland/test/00005_1,sam_vit_b,0.0,0.0,0.0026410843981823123,0.41284329394217295
Adrenal_gland,Adrenal_gland/test/00005_1,sam_vit_l,0.0,0.0,0.00267233259588636,0.3073271824044018
Adrenal_gland,Adrenal_gland/test/00005_1,sam_vit_h,0.0,0.0,0.002994717977740049,0.3327448220367095
Adrenal_gland,Adrenal_gland/test/00005_2,unet_baseline,0.0,0.0,0.0,0.9499202858493363
Adrenal_gland,Adrenal_gland/test/00005_2,sam_vit_b,0.0,0.0,0.00317309969216197,0.4212576212576213
Adrenal_gland,Adrenal_gland/test/00005_2,sam_vit_l,0.0,0.0,0.0023274500568008644,0.33487886866813493
Adrenal_gland,Adrenal_gland/test/00005_2,sam_vit_h,0.0,0.0,0.002792604103326352,0.29125888266219885
Adrenal_gland,Adrenal_gland/test/00005_3,unet_baseline,0.0,0.0,0.0,0.49049181347472515
Adrenal_gland,Adrenal_gland/test/00005_3,sam_vit_b,0.0,0.0,0.008090614886731391,0.4171129608996332
Adrenal_gland,Adrenal_gland/test/00005_3,sam_vit_l,0.0,0.0,0.004722906094558609,0.4183596553759601
Adrenal_gland,Adrenal_gland/test/00005_3,sam_vit_h,0.0,0.0,0.006846995064356915,0.29051573608301495
Adrenal_gland,Adrenal_gland/test/00005_4,unet_baseline,0.0,0.0,0.0,0.9598120754237827
Adrenal_gland,Adrenal_gland/test/00005_4,sam_vit_b,0.0,0.0,0.00989043782239843,0.40480336738589906
Adrenal_gland,Adrenal_gland/test/00005_4,sam_vit_l,0.0,0.0,0.008648252004822056,0.42268483742890867
Adrenal_gland,Adrenal_gland/test/00005_4,sam_vit_h,0.0,0.0,0.010711235254738105,0.285637365532885
Adrenal_gland,Adrenal_gland/test/00005_5,unet_baseline,0.0,0.0,0.0,0.4571194261052527
Adrenal_gland,Adrenal_gland/test/00005_5,sam_vit_b,0.0,0.0,0.003505059189207063,0.39239072497068406
Adrenal_gland,Adrenal_gland/test/00005_5,sam_vit_l,0.0,0.0,0.0017372662083240925,0.3936961634625736
Adrenal_gland,Adrenal_gland/test/00005_5,sam_vit_h,0.0,0.0,0.0033526998604777075,0.29291824955656304
Adrenal_gland,Adrenal_gland/test/00006_0,unet_baseline,0.0,0.0,0.0,0.9252605426502784
Adrenal_gland,Adrenal_gland/test/00006_0,sam_vit_b,0.0,0.0,0.001199605843794182,0.41472382384891787
Adrenal_gland,Adrenal_gland/test/00006_0,sam_vit_l,0.0,0.0,0.0016732995658465992,0.30408878235416137
Adrenal_gland,Adrenal_gland/test/00006_0,sam_vit_h,0.0,0.0,0.0015401848221786615,0.35927056774423705
Adrenal_gland,Adrenal_gland/test/00006_1,unet_baseline,0.0,0.0,0.0,0.4663018339359588
Adrenal_gland,Adrenal_gland/test/00006_1,sam_vit_b,0.0,0.0,0.001180431075941066,0.4220816963465973
Adrenal_gland,Adrenal_gland/test/00006_1,sam_vit_l,0.0,0.0,0.0007192074797577895,0.30939646303986224
Adrenal_gland,Adrenal_gland/test/00006_1,sam_vit_h,0.0,0.0,0.0009556346608691497,0.32724459935319944
Adrenal_gland,Adrenal_gland/test/00006_2,unet_baseline,0.0,0.0,0.0,0.8991466774171873
Adrenal_gland,Adrenal_gland/test/00006_2,sam_vit_b,0.0,0.0,0.004489795918367347,0.40216920991144317
Adrenal_gland,Adrenal_gland/test/00006_2,sam_vit_l,0.0,0.0,0.005084673644796187,0.2976774147371435
Adrenal_gland,Adrenal_gland/test/00006_2,sam_vit_h,0.0,0.0,0.005568796917114027,0.3200665665840403
Adrenal_gland,Adrenal_gland/test/00006_3,unet_baseline,0.0,0.0,0.0,0.9150028144763418
Adrenal_gland,Adrenal_gland/test/00006_3,sam_vit_b,0.0,0.0,0.003770677911125527,0.4107040398814843
Adrenal_gland,Adrenal_gland/test/00006_3,sam_vit_l,0.0,0.0,0.003810283334440974,0.2998052682517287
Adrenal_gland,Adrenal_gland/test/00006_3,sam_vit_h,0.0,0.0,0.00397033656588705,0.31897373468239293
Adrenal_gland,Adrenal_gland/test/00006_4,unet_baseline,0.0,0.0,0.0,0.920498439288744
Adrenal_gland,Adrenal_gland/test/00006_4,sam_vit_b,0.0,0.0,0.0002845759817871372,0.40866183887965285
Adrenal_gland,Adrenal_gland/test/00006_4,sam_vit_l,0.0,0.0,6.68881407326481e-05,0.300134542670904
Adrenal_gland,Adrenal_gland/test/00006_4,sam_vit_h,0.0,0.0,4.710204658392407e-05,0.32305973433849833
Adrenal_gland,Adrenal_gland/test/00006_5,unet_baseline,0.0,0.0,0.0,0.9103937884997465
Adrenal_gland,Adrenal_gland/test/00006_5,sam_vit_b,0.0,0.0,0.003943908851884312,0.40505898688025993
Adrenal_gland,Adrenal_gland/test/00006_5,sam_vit_l,0.0,0.0,0.005042093495471241,0.31212364973569295
Adrenal_gland,Adrenal_gland/test/00006_5,sam_vit_h,0.0,0.0,0.005600072846476052,0.3147943566019931
Adrenal_gland,Adrenal_gland/test/00007_0,unet_baseline,0.0,0.0,0.0,0.9515917453207486
Adrenal_gland,Adrenal_gland/test/00007_0,sam_vit_b,0.0,0.0,0.005538551231598892,0.41993204983012455
Adrenal_gland,Adrenal_gland/test/00007_0,sam_vit_l,0.0,0.0,0.0061297372208304465,0.3301007286755251
Adrenal_gland,Adrenal_gland/test/00007_0,sam_vit_h,0.0,0.0,0.0071944224683544306,0.31687201797792613
Adrenal_gland,Adrenal_gland/test/00007_1,unet_baseline,0.0,0.0,0.0,0.9098953741745538
Adrenal_gland,Adrenal_gland/test/00007_1,sam_vit_b,0.0,0.0,0.001444112833349379,0.383794284341017
Adrenal_gland,Adrenal_gland/test/00007_1,sam_vit_l,0.0,0.0,0.0013722126929674098,0.3270403299115358
Adrenal_gland,Adrenal_gland/test/00007_1,sam_vit_h,0.0,0.0,0.0014181882644921113,0.30772007452258965
Adrenal_gland,Adrenal_gland/test/00007_2,unet_baseline,0.0,0.0,0.0,0.4595905039127244
Adrenal_gland,Adrenal_gland/test/00007_2,sam_vit_b,0.0,0.0,0.003485342019543974,0.39757675004600235
Adrenal_gland,Adrenal_gland/test/00007_2,sam_vit_l,0.0,0.0,0.002330570195185254,0.3500411579402097
Adrenal_gland,Adrenal_gland/test/00007_2,sam_vit_h,0.0,0.0,0.0036068325658417076,0.32087477529770314
Adrenal_gland,Adrenal_gland/test/00007_3,unet_baseline,0.0,0.0,0.0,0.4716585645068969
Adrenal_gland,Adrenal_gland/test/00007_3,sam_vit_b,0.0,0.0,0.0041553339377455424,0.4014832148780043
Adrenal_gland,Adrenal_gland/test/00007_3,sam_vit_l,0.0,0.0,0.003185063152114223,0.3930249988411134
Adrenal_gland,Adrenal_gland/test/00007_3,sam_vit_h,0.0,0.0,0.00457700324473,0.27994025151136037
Adrenal_gland,Adrenal_gland/test/00007_4,unet_baseline,0.0,0.0,0.0,0.8451297413982994
Adrenal_gland,Adrenal_gland/test/00007_4,sam_vit_b,0.0,0.0,0.00011162583021711224,0.36916437406808494
Adrenal_gland,Adrenal_gland/test/00007_4,sam_vit_l,0.0,0.0,4.487323311644604e-05,0.3210635838150289
Adrenal_gland,Adrenal_gland/test/00007_4,sam_vit_h,0.0,0.0,6.920534957352204e-05,0.25739398654273976
Adrenal_gland,Adrenal_gland/test/00007_5,unet_baseline,0.0,0.0,0.0,0.4733653158474161
Adrenal_gland,Adrenal_gland/test/00007_5,sam_vit_b,0.0,0.0,0.020592642722482717,0.4382022748849355
Adrenal_gland,Adrenal_gland/test/00007_5,sam_vit_l,0.0,0.0,0.015221691513484827,0.31480437644638776
Adrenal_gland,Adrenal_gland/test/00007_5,sam_vit_h,0.0,0.0,0.017633865271082006,0.3395603370428265
Adrenal_gland,Adrenal_gland/test/00008_0,unet_baseline,0.0,0.0,0.0,0.9573462731684035
Adrenal_gland,Adrenal_gland/test/00008_0,sam_vit_b,0.0,0.0,0.012738532802980715,0.4225022080426828
Adrenal_gland,Adrenal_gland/test/00008_0,sam_vit_l,0.0,0.0,0.011428855375288828,0.3081017673162688
Adrenal_gland,Adrenal_gland/test/00008_0,sam_vit_h,0.0,0.0,0.012955145118733509,0.3262804674097172
Adrenal_gland,Adrenal_gland/test/00008_1,unet_baseline,0.0,0.0,0.0,0.933602362685195
Adrenal_gland,Adrenal_gland/test/00008_1,sam_vit_b,0.0,0.0,0.0007029712250445215,0.420209808693116
Adrenal_gland,Adrenal_gland/test/00008_1,sam_vit_l,0.0,0.0,0.0005466098799735805,0.30058181567803904
Adrenal_gland,Adrenal_gland/test/00008_1,sam_vit_h,0.0,0.0,0.0007228567297961544,0.3608882254151894
Adrenal_gland,Adrenal_gland/test/00008_2,unet_baseline,0.0,0.0,0.0,0.987415310213762
Adrenal_gland,Adrenal_gland/test/00008_2,sam_vit_b,0.0,0.0,0.005259569494496932,0.4111926107036131
Adrenal_gland,Adrenal_gland/test/00008_2,sam_vit_l,0.0,0.0,0.003687315634218289,0.4254403372758624
Adrenal_gland,Adrenal_gland/test/00008_2,sam_vit_h,0.0,0.0,0.005266816383274516,0.30856629328882756
Adrenal_gland,Adrenal_gland/test/00008_3,unet_baseline,0.0,0.0,0.0,0.9557846433294562
Adrenal_gland,Adrenal_gland/test/00008_3,sam_vit_b,0.0,0.0,0.002457331784469663,0.4117549592672711
Adrenal_gland,Adrenal_gland/test/00008_3,sam_vit_l,0.0,0.0,0.0016743288495374312,0.3392638997650744
Adrenal_gland,Adrenal_gland/test/00008_3,sam_vit_h,0.0,0.0,0.0025468479835506334,0.2978052515170419
Adrenal_gland,Adrenal_gland/test/00008_4,unet_baseline,0.0,0.0,0.0,0.9740442718932966
Adrenal_gland,Adrenal_gland/test/00008_4,sam_vit_b,0.0,0.0,0.004147794994040524,0.4137805654031452
Adrenal_gland,Adrenal_gland/test/00008_4,sam_vit_l,0.0,0.0,0.0020397459059385745,0.42958253569609584
Adrenal_gland,Adrenal_gland/test/00008_4,sam_vit_h,0.0,0.0,0.004091285325765638,0.28424402464621845
Adrenal_gland,Adrenal_gland/test/00008_5,unet_baseline,0.0,0.0,0.0,0.9745659946331198
Adrenal_gland,Adrenal_gland/test/00008_5,sam_vit_b,0.0,0.0,0.0033544877606527653,0.40818630780811105
Adrenal_gland,Adrenal_gland/test/00008_5,sam_vit_l,0.0,0.0,0.0029991002699190244,0.41477938129470476
Adrenal_gland,Adrenal_gland/test/00008_5,sam_vit_h,0.0,0.0,0.0037287507526981333,0.27834452258557213
Adrenal_gland,Adrenal_gland/test/00009_0,unet_baseline,0.0,0.0,0.0,0.44783425591251086
Adrenal_gland,Adrenal_gland/test/00009_0,sam_vit_b,0.0,0.0,0.002287907302852504,0.4074265800428193
Adrenal_gland,Adrenal_gland/test/00009_0,sam_vit_l,0.0,0.0,0.002627699801320259,0.30669144880623994
Adrenal_gland,Adrenal_gland/test/00009_0,sam_vit_h,0.0,0.0,0.0026807617409777195,0.3545749331430076
Adrenal_gland,Adrenal_gland/test/00009_1,unet_baseline,0.0,0.0,0.0,0.44704224639087403
Adrenal_gland,Adrenal_gland/test/00009_1,sam_vit_b,0.0,0.0,0.0007530390504536164,0.41571124014102573
Adrenal_gland,Adrenal_gland/test/00009_1,sam_vit_l,0.0,0.0,0.000623066345823307,0.31708352660171807
Adrenal_gland,Adrenal_gland/test/00009_1,sam_vit_h,0.0,0.0,0.0006131207847946045,0.3563038537819722
Adrenal_gland,Adrenal_gland/test/00009_2,unet_baseline,0.0,0.0,0.0,0.46111024314834764
Adrenal_gland,Adrenal_gland/test/00009_2,sam_vit_b,0.0,0.0,0.0022400132741527356,0.4166119279385272
Adrenal_gland,Adrenal_gland/test/00009_2,sam_vit_l,0.0,0.0,0.002555269101777281,0.3126020761664992
Adrenal_gland,Adrenal_gland/test/00009_2,sam_vit_h,0.0,0.0,0.002662793512466715,0.35554109822806296
Adrenal_gland,Adrenal_gland/test/00009_3,unet_baseline,0.0,0.0,0.0,0.9327601087823864
Adrenal_gland,Adrenal_gland/test/00009_3,sam_vit_b,0.0,0.0,0.007096069868995633,0.41761833070172216
Adrenal_gland,Adrenal_gland/test/00009_3,sam_vit_l,0.0,0.0,0.0073219589693997375,0.30564685134500647
Adrenal_gland,Adrenal_gland/test/00009_3,sam_vit_h,0.0,0.0,0.007132790704363082,0.35781583467804906
Adrenal_gland,Adrenal_gland/test/00009_4,unet_baseline,0.0,0.0,0.0,0.9224331412316976
Adrenal_gland,Adrenal_gland/test/00009_4,sam_vit_b,0.0,0.0,0.0084486711386601,0.41371984457551786
Adrenal_gland,Adrenal_gland/test/00009_4,sam_vit_l,0.0,0.0,0.008924144769459593,0.3016500196982689
Adrenal_gland,Adrenal_gland/test/00009_4,sam_vit_h,0.0,0.0,0.009394055924847553,0.3536639667528943
Adrenal_gland,Adrenal_gland/test/00009_5,unet_baseline,0.0,0.0,0.0,0.9930319210233166
Adrenal_gland,Adrenal_gland/test/00009_5,sam_vit_b,0.0,0.0,0.0013202696129525399,0.44001474344688074
Adrenal_gland,Adrenal_gland/test/00009_5,sam_vit_l,0.0,0.0,0.0010452769984045773,0.31359315589353615
Adrenal_gland,Adrenal_gland/test/00009_5,sam_vit_h,0.0,0.0,0.0010323591185789043,0.36764705882352944
Adrenal_gland,Adrenal_gland/test/00010_0,unet_baseline,0.0,0.0,0.0,0.9000335683115139
