image_id,tissue,model,fold,PQ,Dice,AJI,F1
Breast/test/000037,Breast,expert,-1,0.607119793322674,0.1988132220923932,0.7124026363091671,0.8235294117647058
Breast/test/000037,Breast,unified,-1,0.616343125291211,0.27089809974811196,0.6907938185180293,0.7878787878787878
Breast/test/000038,Breast,expert,-1,0.4192271135316093,0.09529151821806016,0.4964119709695833,0.5977011494252874
Breast/test/000038,Breast,unified,-1,0.3976124723758707,0.0495364238410596,0.37405623067519955,0.5925925925925926
Breast/test/000039,Breast,expert,-1,0.5295649481794104,0.1276709939374608,0.5580536548278484,0.6956521739130435
Breast/test/000039,Breast,unified,-1,0.3759651259301569,0.15189746440743515,0.3762791918131724,0.5
Breast/test/000040,Breast,expert,-1,0.5167180847850534,0.1252603450826152,0.5973387096774193,0.6944444444444444
Breast/test/000040,Breast,unified,-1,0.4135762737872468,0.10754955115131154,0.39239809034153506,0.5245901639344263
Breast/test/000041,Breast,expert,-1,0.519392676062138,3.209860692045965e-05,0.5128121606948969,0.7301587301587301
Breast/test/000041,Breast,unified,-1,0.2811894780512664,0.0,0.31082890412626285,0.4074074074074074
Breast/test/000042,Breast,expert,-1,0.37893246675418524,0.10910257089516207,0.33826896656998934,0.5357142857142857
Breast/test/000042,Breast,unified,-1,0.40862603201732445,0.2530569636948372,0.36854704412989175,0.5555555555555556
Breast/test/000043,Breast,expert,-1,0.37125547828753586,0.05761608868687125,0.4406282183316169,0.5245901639344263
Breast/test/000043,Breast,unified,-1,0.2887834942109999,0.15083428138035646,0.2728480795610425,0.41509433962264153
Breast/test/000044,Breast,expert,-1,0.5135332068860711,0.1314607893174718,0.47225725094577553,0.6976744186046512
Breast/test/000044,Breast,unified,-1,0.42889230788507055,0.1833497881812307,0.39388417967202727,0.5853658536585366
Breast/test/000045,Breast,expert,-1,0.4412231942729417,0.0010880146595659394,0.5650836186789737,0.6129032258064516
Breast/test/000045,Breast,unified,-1,0.3743032992494386,0.0,0.4376812868067153,0.5454545454545454
Breast/test/000046,Breast,expert,-1,0.5390087301587302,0.16429979670113018,0.6619411123227917,0.8
Breast/test/000046,Breast,unified,-1,0.13696467337675153,0.36570561456752654,0.38859695218076723,0.2222222222222222
Breast/test/000047,Breast,expert,-1,0.3812760866027913,0.07075383179153724,0.39556714471968707,0.5263157894736842
Breast/test/000047,Breast,unified,-1,0.47178722967005815,0.1764219077592475,0.40760581309006044,0.6666666666666666
Breast/test/000048,Breast,expert,-1,0.07144248691364591,0.13302590083596044,0.07698607698607698,0.09523809523809523
Breast/test/000048,Breast,unified,-1,0.17028000111216657,0.1790341432132477,0.10148676869370071,0.24390243902439024
Breast/test/000049,Breast,expert,-1,0.388152014818863,0.11173223264622976,0.3433575022782202,0.5384615384615384
Breast/test/000049,Breast,unified,-1,0.3300203081969164,0.162966362635843,0.21643975493533016,0.45714285714285713
Breast/test/000050,Breast,expert,-1,0.40099473468199215,0.12187281758841502,0.4507654044207798,0.5609756097560976
Breast/test/000050,Breast,unified,-1,0.2610576335393377,0.13570091823228775,0.2975515619346279,0.37142857142857144
Breast/test/000051,Breast,expert,-1,0.4934454904224261,0.07329568357373076,0.5330928202387315,0.6835443037974683
Breast/test/000051,Breast,unified,-1,0.3934224542092827,0.1437718720151399,0.43615169789938074,0.5333333333333333
Breast/test/000052,Breast,expert,-1,0.356006513548317,0.07164527707241722,0.49414519906323184,0.5306122448979592
Breast/test/000052,Breast,unified,-1,0.1556802733857751,0.12073608617594254,0.19244174467237601,0.25
Breast/test/000053,Breast,expert,-1,0.2991817117635309,0.05539505588531206,0.4615326020719074,0.43243243243243246
Breast/test/000053,Breast,unified,-1,0.2156639561776279,0.26889762063580375,0.23210609470005267,0.30303030303030304
Breast/test/000054,Breast,expert,-1,0.5642910088258196,0.17706860030412291,0.5738800303720577,0.75
Breast/test/000054,Breast,unified,-1,0.5274758434865,0.2397926069801443,0.5638181320186251,0.7407407407407407
Breast/test/000055,Breast,expert,-1,0.43025305756144133,0.1345376243944147,0.44861260775862066,0.5957446808510638
Breast/test/000055,Breast,unified,-1,0.35882828255605576,0.2210720818852848,0.3885338345864662,0.4782608695652174
Breast/test/000056,Breast,expert,-1,0.4596493807973993,0.14492125396821826,0.4597097574947489,0.6285714285714286
Breast/test/000056,Breast,unified,-1,0.4777603109078467,0.5709488140494612,0.529825134825952,0.6285714285714286
Breast/test/000057,Breast,expert,-1,0.4276469679621668,0.3820920360967594,0.5453284317125615,0.6060606060606061
Breast/test/000057,Breast,unified,-1,0.3667915736975864,0.20178697316845848,0.3198092967818832,0.5357142857142857
Breast/test/000058,Breast,expert,-1,0.3614247819601315,0.21919121773363565,0.33490655987795576,0.5084745762711864
Breast/test/000058,Breast,unified,-1,0.33887190973095216,0.19706231336655047,0.33572899977111464,0.4666666666666667
Breast/test/000059,Breast,expert,-1,0.2951695422037159,0.24377785155853102,0.35248857004795003,0.4235294117647059
Breast/test/000059,Breast,unified,-1,0.2545374704631655,0.16076434571487683,0.2701477832512315,0.379746835443038
Breast/test/000060,Breast,expert,-1,0.3577496218467985,0.2040652107632989,0.35892778241445333,0.4931506849315068
Breast/test/000060,Breast,unified,-1,0.33504278002347293,0.1526572028554254,0.30713930460731564,0.47619047619047616
Breast/test/000061,Breast,expert,-1,0.35376746807540804,0.09241137971184635,0.4064563239723735,0.4897959183673469
Breast/test/000061,Breast,unified,-1,0.3684120201457556,0.4612323165581264,0.44506218465790404,0.5306122448979592
Breast/test/000062,Breast,expert,-1,0.4559659982338312,0.03495297407010572,0.4874256973022405,0.5853658536585366
Breast/test/000062,Breast,unified,-1,0.41101325944073897,0.32080937898909784,0.4644865925441465,0.5365853658536586
Breast/test/000063,Breast,expert,-1,0.6343593729313227,0.04415158508441637,0.7246031746031746,0.8333333333333334
Breast/test/000063,Breast,unified,-1,0.5568729204424974,0.22664352967767942,0.5523966621385601,0.75
Breast/test/000064,Breast,expert,-1,0.5428913000845502,0.13705616115254668,0.586467011934249,0.6923076923076923
Breast/test/000064,Breast,unified,-1,0.4042739008653472,0.33933413107165444,0.4507352293739544,0.5714285714285714
Breast/test/000065,Breast,expert,-1,0.4414878713714418,0.12038520777637692,0.38938193343898575,0.5833333333333334
Breast/test/000065,Breast,unified,-1,0.3210443157087724,0.7547104596963833,0.2276829268292683,0.4166666666666667
Breast/test/000066,Breast,expert,-1,0.4058646262491778,0.1388807338552679,0.35842481268513676,0.5957446808510638
Breast/test/000066,Breast,unified,-1,0.20153453121438586,0.19469811221169508,0.16069441353216113,0.3
Breast/test/000067,Breast,expert,-1,0.4117178769720059,0.03680348023021626,0.49584241543553725,0.5625
Breast/test/000067,Breast,unified,-1,0.3861133589924804,0.41790899438714985,0.46272493573264784,0.5245901639344263
Breast/test/000068,Breast,expert,-1,0.3574140322780552,0.11774558436430158,0.4689715209551051,0.5098039215686274
Breast/test/000068,Breast,unified,-1,0.37382464684368094,0.27522965016690965,0.3641629182327932,0.5
Breast/test/000069,Breast,expert,-1,0.5477998537616373,0.1609283240193193,0.6268286927796131,0.75
Breast/test/000069,Breast,unified,-1,0.2831144577000953,0.10525402531050494,0.3990094022834117,0.42857142857142855
Breast/test/000070,Breast,expert,-1,0.32125598388709586,0.03482153017486629,0.4783272727272727,0.4745762711864407
Breast/test/000070,Breast,unified,-1,0.15072598206944632,0.40046977083867913,0.17171602212459883,0.20512820512820512
Breast/test/000071,Breast,expert,-1,0.5350760302477391,0.14608646722819177,0.5259468239719586,0.6857142857142857
Breast/test/000071,Breast,unified,-1,0.5428628286247615,0.43237800545923166,0.5381275234250019,0.7027027027027027
Breast/test/000072,Breast,expert,-1,0.22442982575242662,0.11987396878081631,0.4919790104947526,0.3157894736842105
Breast/test/000072,Breast,unified,-1,0.22166074577228329,0.4274898838271766,0.43623109825893125,0.2727272727272727
Breast/test/000073,Breast,expert,-1,0.5566374460929048,0.15702945083744638,0.6330607693737224,0.75
Breast/test/000073,Breast,unified,-1,0.523438195800013,0.46545901177228616,0.4770654688988703,0.6896551724137931
Breast/test/000074,Breast,expert,-1,0.3066686780097429,0.11216159023104141,0.37395298567954605,0.4444444444444444
Breast/test/000074,Breast,unified,-1,0.27630549142881605,0.5485535852970208,0.3098003629764065,0.36363636363636365
Breast/test/000075,Breast,expert,-1,0.39166438841127604,0.10955639517296488,0.45554701511657697,0.5
Breast/test/000075,Breast,unified,-1,0.4625326628717,0.526661587812667,0.5560815453920745,0.5714285714285714
Breast/test/000076,Breast,expert,-1,0.27346360572513906,0.12450719032778884,0.3180712658765394,0.4117647058823529
Breast/test/000076,Breast,unified,-1,0.2405761486990004,0.4148907001670032,0.29762978230065695,0.3125
Breast/test/000077,Breast,expert,-1,0.28180600276210466,0.1379637705858774,0.42418473762622083,0.4
Breast/test/000077,Breast,unified,-1,0.40421984681191075,0.221797364051142,0.49099378881987576,0.5806451612903226
Breast/test/000078,Breast,expert,-1,0.3774643655183059,0.09986676027880542,0.5373598494148457,0.5
Breast/test/000078,Breast,unified,-1,0.3668905741978354,0.24751197610082906,0.5600692093583088,0.46153846153846156
Breast/test/000079,Breast,expert,-1,0.3684544609242368,0.45136891956907815,0.5186062246278755,0.48
Breast/test/000079,Breast,unified,-1,0.2544720939443294,0.3913891251811943,0.5170293282876064,0.3333333333333333
Breast/test/000080,Breast,expert,-1,0.6192490290733772,0.10144703643275578,0.724896265560166,0.8
Breast/test/000080,Breast,unified,-1,0.5818990189363027,0.46126078001040643,0.6588041689522764,0.7428571428571429
Breast/test/000081,Breast,expert,-1,0.569231727822626,0.302144226587633,0.7223243839646929,0.7777777777777778
Breast/test/000081,Breast,unified,-1,0.46852370129979715,0.28846464397640653,0.6194029850746269,0.7
Breast/test/000082,Breast,expert,-1,0.6196023216414,0.1663502641096582,0.7567684331797235,0.7894736842105263
Breast/test/000082,Breast,unified,-1,0.4229545817115519,0.6727493932445006,0.4578494623655914,0.5945945945945946
Breast/test/000083,Breast,expert,-1,0.5466103344170645,0.06908667122021729,0.6520185200227439,0.7027027027027027
Breast/test/000083,Breast,unified,-1,0.49203781012926734,0.4311571291495529,0.5426038634559407,0.6
Breast/test/000084,Breast,expert,-1,0.4200616604083047,0.031734120836560804,0.5890231803012537,0.6101694915254238
Breast/test/000084,Breast,unified,-1,0.3574197342180119,0.33655673486863646,0.3396003197442046,0.5
Breast/test/000085,Breast,expert,-1,0.5958765427628117,0.0858811079973987,0.6761042629686698,0.7555555555555555
Breast/test/000085,Breast,unified,-1,0.6359445577549275,0.6201254043791575,0.698638769851273,0.8095238095238095
Breast/test/000086,Breast,expert,-1,0.4853658759317255,0.022302962955623694,0.5809672386895476,0.6666666666666666
Breast/test/000086,Breast,unified,-1,0.3478975447207468,0.27267142424944274,0.37012035916703817,0.4864864864864865
Breast/test/000087,Breast,expert,-1,0.5272026014037178,0.003625673689367957,0.5831831831831832,0.6842105263157895
Breast/test/000087,Breast,unified,-1,0.3483509924012463,0.24667712066905614,0.4926430937524074,0.46511627906976744
Breast/test/000088,Breast,expert,-1,0.5223020482214015,0.08660824455622851,0.631029789807954,0.6956521739130435
Breast/test/000088,Breast,unified,-1,0.38063133084502915,0.395211609143999,0.5656988188976378,0.5
Breast/test/000089,Breast,expert,-1,0.4769835218235179,0.04828992575916133,0.5718306171869887,0.6511627906976745
Breast/test/000089,Breast,unified,-1,0.346386607405107,0.3440653699759053,0.3614931237721022,0.4878048780487805
Breast/test/000090,Breast,expert,-1,0.4515389027492425,0.07328840835489048,0.4850199242386973,0.5714285714285714
Breast/test/000090,Breast,unified,-1,0.35328135753327533,0.4169167828649131,0.3427174452805684,0.42105263157894735
Breast/test/000091,Breast,expert,-1,0.4067454777163962,0.026866348435296894,0.3378490790255496,0.5333333333333333
Breast/test/000091,Breast,unified,-1,0.37575271725058595,0.4283988637809548,0.21203697919920045,0.5098039215686274
Breast/test/000092,Breast,expert,-1,0.12697229573359087,0.0856944337219177,0.17414149992038638,0.19047619047619047
Breast/test/000092,Breast,unified,-1,0.0864392725647799,0.32266155208025965,0.1764460743457243,0.13043478260869565
Breast/test/000093,Breast,expert,-1,0.13920031593046514,0.06862159579550883,0.20512358741164288,0.2222222222222222
Breast/test/000093,Breast,unified,-1,0.11728534007513647,0.37697288547146907,0.09844559585492228,0.16216216216216217
Breast/test/000094,Breast,expert,-1,0.31652831731195813,0.04266259366674873,0.37979194206563593,0.425531914893617
Breast/test/000094,Breast,unified,-1,0.10050657748077296,0.5737474299030948,0.19705046888984007,0.13333333333333333
Breast/test/000095,Breast,expert,-1,0.047295658501091443,0.05105865667105663,0.19452868334596918,0.07142857142857142
Breast/test/000095,Breast,unified,-1,0.0,0.36182456734227564,0.060476928374655646,0.0
Breast/test/000096,Breast,expert,-1,0.09828727131179447,0.14605606084782724,0.1793567443386938,0.14285714285714285
Breast/test/000096,Breast,unified,-1,0.11683417085427136,0.2053401144310235,0.1966962798445308,0.14285714285714285
Breast/test/000097,Breast,expert,-1,0.47271832494769767,0.11561755699481417,0.46606475716064755,0.6451612903225806
Breast/test/000097,Breast,unified,-1,0.5298372055120288,0.6690805264374116,0.6321861652511169,0.6896551724137931
Breast/test/000098,Breast,expert,-1,0.2628675500874903,0.2933387538541924,0.2331433998100665,0.38095238095238093
Breast/test/000098,Breast,unified,-1,0.22023778488146206,0.3675327732090849,0.33953020977264164,0.3076923076923077
Breast/test/000099,Breast,expert,-1,0.5011825955908901,0.16365044330222406,0.5109754791733591,0.6666666666666666
Breast/test/000099,Breast,unified,-1,0.4969432113475048,0.6315057981841258,0.4968540694134362,0.6451612903225806
Breast/test/000100,Breast,expert,-1,0.3226356242234601,0.04404973357015986,0.5351599619892303,0.4166666666666667
Breast/test/000100,Breast,unified,-1,0.3245841793734034,0.32557674099660455,0.5164407043789933,0.4166666666666667
Breast/test/000101,Breast,expert,-1,0.5187214574919631,0.19347692841530595,0.5673010777344646,0.75
Breast/test/000101,Breast,unified,-1,0.329556115687943,0.2588098613460478,0.3900106269925611,0.5
Breast/test/000102,Breast,expert,-1,0.682084014856592,0.2599310450971848,0.8008417051316862,0.8666666666666667
Breast/test/000102,Breast,unified,-1,0.6091846003270999,0.28153469515473917,0.7609532083902197,0.7878787878787878
Breast/test/000103,Breast,expert,-1,0.4217729508677785,0.25389092365705895,0.5302378905130409,0.5454545454545454
Breast/test/000103,Breast,unified,-1,0.3965576580446532,0.3314442898658477,0.4358800991661032,0.5
Breast/test/000104,Breast,expert,-1,0.40152732799296514,0.05532181541491362,0.5466164030893711,0.6956521739130435
Breast/test/000104,Breast,unified,-1,0.3168190551445499,0.2797020882331979,0.46681647940074905,0.43478260869565216
Breast/test/000105,Breast,expert,-1,0.44670669324716983,0.08924151328506784,0.4755645922590952,0.6
Breast/test/000105,Breast,unified,-1,0.5584481025444034,0.3409199340773444,0.5108295362336933,0.7586206896551724
Breast/test/000106,Breast,expert,-1,0.43473781049890114,0.08902860506031228,0.6009227220299884,0.5555555555555556
Breast/test/000106,Breast,unified,-1,0.4081128602189222,0.34777172502625797,0.4683867141162515,0.5641025641025641
Breast/test/000107,Breast,expert,-1,0.36649253879797433,0.32078478510958375,0.4401210549070471,0.5
Breast/test/000107,Breast,unified,-1,0.3193795000975977,0.208157455254958,0.29605432820424654,0.4444444444444444
Breast/test/000108,Breast,expert,-1,0.385429318929039,0.3999316854278525,0.4572314049586777,0.5454545454545454
Breast/test/000108,Breast,unified,-1,0.35606699357952876,0.2271287219306579,0.49333333333333335,0.5
Breast/test/000109,Breast,expert,-1,0.4540192474830637,0.34481044182538206,0.5212585791960068,0.6
Breast/test/000109,Breast,unified,-1,0.5256587827909959,0.3410752303871036,0.5420382651116701,0.6666666666666666
Breast/test/000110,Breast,expert,-1,0.4702672333185952,0.045964467559065664,0.7067313523347484,0.6153846153846154
Breast/test/000110,Breast,unified,-1,0.39884588551285627,0.4819153484470526,0.5582046332046332,0.4827586206896552
Breast/test/000111,Breast,expert,-1,0.5016567517986495,0.02792026224668121,0.6466433228688723,0.7017543859649122
Breast/test/000111,Breast,unified,-1,0.2926635390406006,0.3233195052096833,0.3680426323803079,0.37735849056603776
Breast/test/000112,Breast,expert,-1,0.34882474505693956,0.2475146916113811,0.4721375537319265,0.4444444444444444
Breast/test/000112,Breast,unified,-1,0.3992168598743207,0.3042933065966445,0.44855417858277724,0.5555555555555556
Breast/test/000113,Breast,expert,-1,0.41351649643960753,0.024506991753316602,0.5329435253850542,0.6153846153846154
Breast/test/000113,Breast,unified,-1,0.39700497766206866,0.2813701964875674,0.378416614792598,0.5573770491803278
Breast/test/000114,Breast,expert,-1,0.42694203510901585,0.03788617886178862,0.4955675941886235,0.5714285714285714
Breast/test/000114,Breast,unified,-1,0.45118311501008734,0.42261678693505506,0.5583998226950354,0.5652173913043478
Breast/test/000115,Breast,expert,-1,0.3926818722027332,0.012437107807111764,0.5556620428751576,0.5833333333333334
Breast/test/000115,Breast,unified,-1,0.09579836373357206,0.3819435410433199,0.24144260183545324,0.11764705882352941
Breast/test/000116,Breast,expert,-1,0.47090181416791227,0.0028730703259005146,0.5599140247178936,0.6538461538461539
Breast/test/000116,Breast,unified,-1,0.23791144659736438,0.26310203897306206,0.30913592752032865,0.30434782608695654
Breast/test/000117,Breast,expert,-1,0.38172498242133135,0.00935950564211836,0.4632839020904056,0.47619047619047616
Breast/test/000117,Breast,unified,-1,0.375492358917779,0.2668663380408633,0.309401134039303,0.4931506849315068
Breast/test/000118,Breast,expert,-1,0.28233530506753063,0.010402786063241722,0.5175778225181973,0.38235294117647056
Breast/test/000118,Breast,unified,-1,0.21715127904098752,0.266888258871835,0.2466372846431229,0.2926829268292683
Breast/test/000119,Breast,expert,-1,0.4733175422337857,0.00044740505070590573,0.5420426579163249,0.6181818181818182
Breast/test/000119,Breast,unified,-1,0.4719068520630766,0.25296575707434726,0.48206218442731863,0.6415094339622641
Breast/test/000120,Breast,expert,-1,0.41996429015026626,0.12394379912556733,0.5166728647576546,0.5517241379310345
Breast/test/000120,Breast,unified,-1,0.3197981906777247,0.6189485335883161,0.4215885947046843,0.43333333333333335
Breast/test/000121,Breast,expert,-1,0.3351852606475067,0.12283596447156464,0.4968958381237066,0.5283018867924528
Breast/test/000121,Breast,unified,-1,0.3997216385429559,0.2861190726036641,0.43326755762848684,0.5490196078431373
Breast/test/000122,Breast,expert,-1,0.45103905835743124,0.054893954859929685,0.52961798216219,0.6382978723404256
Breast/test/000122,Breast,unified,-1,0.2632740955229959,0.358959987544761,0.4313816933056345,0.36363636363636365
Breast/test/000123,Breast,expert,-1,0.24505229717711782,0.042099071458186914,0.41261761530155794,0.37037037037037035
Breast/test/000123,Breast,unified,-1,0.1144977195125172,0.5191288827124074,0.2992524352488107,0.1694915254237288
Breast/test/000124,Breast,expert,-1,0.32428490531076665,0.03874824235592313,0.4704872044426633,0.4745762711864407
Breast/test/000124,Breast,unified,-1,0.21003015085450147,0.0,0.22036854477894896,0.2857142857142857
Breast/test/000125,Breast,expert,-1,0.426706726659285,0.0559310665084361,0.5684188459724333,0.6521739130434783
Breast/test/000125,Breast,unified,-1,0.34385770205561406,0.3856604866743917,0.4735849829911062,0.4897959183673469
Breast/test/000126,Breast,expert,-1,0.135061411636629,0.05964724746125067,0.2954897815362932,0.18181818181818182
Breast/test/000126,Breast,unified,-1,0.103433935751466,0.2673726904010816,0.2639674778882602,0.14634146341463414
Breast/test/000127,Breast,expert,-1,0.0,0.0005318583129454314,0.036600205934662546,0.0
Breast/test/000127,Breast,unified,-1,0.0,0.41478497142321746,0.03731959764808786,0.0
Breast/test/000128,Breast,expert,-1,0.04009081196581196,0.00967089731270598,0.054917636958738,0.05128205128205128
Breast/test/000128,Breast,unified,-1,0.0,0.39805021546440805,0.01395952818958987,0.0
Breast/test/000129,Breast,expert,-1,0.2896340683031407,0.273774204764427,0.3839907192575406,0.36363636363636365
