n_overall,num_tissues,median_n_per_tissue,min_n_per_tissue,max_n_per_tissue,wilcoxon_stat,wilcoxon_p_one_sided,median_delta_PQ,median_delta_PQ_ci_low,median_delta_PQ_ci_high,rank_biserial,cohens_dz,cohens_dz_ci_low,cohens_dz_ci_high,mixed_effects_mean_delta,mixed_effects_ci_low,mixed_effects_ci_high,mixed_effects_p,mdes_dz_80power_one_sided,mdes_metric_units
1016,5,88,84,471,168008.0,0.9999999999999422,-0.014683568019342758,-0.023802945185626645,-0.0061954459301181986,-0.2760865724762262,-0.28508016639196443,-0.337572691394867,-0.23030875422224092,-0.12369681546116315,-0.2792431534945493,0.03184952257222304,0.954081871747827,0.07800765427830596,0.013385316244467434
